Index,Codul candidatului,Poziţia în ierarhia Evaluare Națională 2025,Școala de proveniență,Limba şi literatura română - Notă,Limba şi literatura română - Contestație,Limba şi literatura română - Notă finală,Matematică - Notă,Matematică - Contestație,Matematică - Notă finală,Limba şi literatura maternă - Denumire,Limba şi literatura maternă - Notă,Limba şi literatura maternă - Contestație,Limba şi literatura maternă - Notă finală,Media la evaluarea națională
3964,TM9093258,755,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,9.15,-,-,8.95,-,-,-,-,-,-,9.05
3965,TM9093271,18,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",9.80,-,-,10.00,-,-,-,-,-,-,9.90
3966,TM9093335,3164,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",6.50,-,-,6.70,-,-,-,-,-,-,6.60
3967,TM9093354,1530,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.30,-,-,7.50,-,-,-,-,-,-,8.40
3968,TM9093373,454,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.40,-,-,9.20,-,-,-,-,-,-,9.30
3969,TM9093450,2700,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,7.35,-,-,7.00,-,-,-,-,-,-,7.17
3970,TM9093482,3805,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",5.00,-,-,6.50,-,-,-,-,-,-,5.75
3971,TM9093517,329,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.40,-,-,9.45,-,-,-,-,-,-,9.42
3972,TM9093554,4361,ȘCOALA GIMNAZIALĂ NR.6 TIMIȘOARA,5.40,-,-,4.50,-,-,-,-,-,-,4.95
3973,TM9093699,465,ȘCOALA GIMNAZIALĂ NR.13 TIMIȘOARA,9.30,-,-,9.30,-,-,-,-,-,-,9.30
3974,TM9093758,2696,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.10,-,-,6.25,-,-,-,-,-,-,7.17
3975,TM9093826,954,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.15,-,-,8.65,-,-,-,-,-,-,8.90
3976,TM9093891,1020,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.85,-,-,8.85,-,-,-,-,-,-,8.85
3977,TM9093942,1413,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.80,-,-,8.20,-,-,-,-,-,-,8.50
3978,TM9094097,1519,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.35,-,-,8.50,-,-,-,-,-,-,8.42
3979,TM9094173,2097,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.20,-,-,7.50,-,-,-,-,-,-,7.85
3980,TM9094439,2214,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.90,-,-,6.55,-,-,-,-,-,-,7.72
3981,TM9094449,2163,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.45,-,-,8.15,-,-,-,-,-,-,7.80
3982,TM9094477,626,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.85,-,-,9.50,-,-,-,-,-,-,9.17
3983,TM9094497,2438,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.35,-,-,7.65,-,-,-,-,-,-,7.50
3984,TM9094578,710,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.65,-,-,9.55,-,-,-,-,-,-,9.10
3985,TM9094594,3478,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",5.25,-,-,7.10,-,-,-,-,-,-,6.17
3986,TM9094599,2466,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.35,-,-,5.55,-,-,-,-,-,-,7.45
3987,TM9094715,4629,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",4.85,-,-,4.05,-,-,-,-,-,-,4.45
3988,TM9094815,4384,ȘCOALA GIMNAZIALĂ NR.4 LUGOJ,4.75,-,-,5.10,-,-,-,-,-,-,4.92
3989,TM9094850,3775,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",7.40,-,-,4.15,-,-,-,-,-,-,5.77
3990,TM9094905,443,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.85,-,-,8.75,-,-,-,-,-,-,9.30
3991,TM9094922,4598,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",5.05,-,-,4.00,-,-,-,-,-,-,4.52
3992,TM9094994,3370,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",7.00,-,-,5.60,-,-,-,-,-,-,6.30
3993,TM9095081,4219,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",6.60,-,-,3.70,-,-,-,-,-,-,5.15
3994,TM9095226,951,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.25,-,-,8.55,-,-,-,-,-,-,8.90
3995,TM9095632,503,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.10,-,-,9.45,-,-,-,-,-,-,9.27
3996,TM9096064,91,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.60,-,-,9.85,-,-,-,-,-,-,9.72
3997,TM9096072,2634,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",7.70,-,-,6.85,-,-,-,-,-,-,7.27
3998,TM9096296,130,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",9.90,-,-,9.40,-,-,-,-,-,-,9.65
3999,TM9096395,415,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",9.50,-,-,9.20,-,-,Limba germana,9.30,-,-,9.33
4000,TM9096424,1148,"LICEUL TEORETIC ""IULIA HAȘDEU"" LUGOJ",8.90,-,-,8.55,-,-,-,-,-,-,8.72
4001,TM9096430,2927,"ȘCOALA GIMNAZIALĂ DE MUZICĂ ""FILARET BARBU"" LUGOJ",7.15,-,-,6.60,-,-,-,-,-,-,6.87
4002,TM9096459,1825,"ȘCOALA GIMNAZIALĂ ""ANIȘOARA ODEANU"" LUGOJ",7.45,-,-,8.85,-,-,-,-,-,-,8.15
4003,TM9096484,4836,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",5.00,-,-,3.00,-,-,-,-,-,-,4.00
4004,TM9096508,3301,LICEUL DE ARTE PLASTICE TIMIȘOARA,7.05,-,-,5.75,-,-,-,-,-,-,6.40
4005,TM9096829,1647,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.60,-,-,8.00,-,-,-,-,-,-,8.30
4006,TM9097022,3128,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",8.50,-,-,4.75,-,-,-,-,-,-,6.62
4007,TM9097095,4062,"ȘCOALA GIMNAZIALĂ ""EFTIMIE MURGU"" LUGOJ",6.35,-,-,4.40,-,-,-,-,-,-,5.37
4008,TM9097148,3857,ȘCOALA GIMNAZIALĂ DAROVA,5.55,-,-,5.80,-,-,-,-,-,-,5.67
4009,TM9098095,5054,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",4.10,-,-,2.50,-,-,-,-,-,-,3.30
4010,TM9098190,1358,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",8.15,-,-,8.95,-,-,-,-,-,-,8.55
4011,TM9098203,2710,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",8.60,-,-,5.70,-,-,-,-,-,-,7.15
4012,TM9098279,3731,"LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET",5.20,-,-,6.50,-,-,-,-,-,-,5.85
4013,TM9099443,904,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.60,-,-,9.30,-,-,-,-,-,-,8.95
4014,TM9099492,1605,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.55,-,-,8.15,-,-,-,-,-,-,8.35
4015,TM9099542,1752,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,8.55,-,-,7.85,-,-,-,-,-,-,8.20
4016,TM9099628,692,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",9.65,-,-,8.55,-,-,-,-,-,-,9.10
4017,TM9099629,4153,ȘCOALA GIMNAZIALĂ BOLDUR,4.30,-,-,6.25,-,-,-,-,-,-,5.27
4018,TM9099679,1233,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.70,-,-,8.60,-,-,-,-,-,-,8.65
4019,TM9099701,2063,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,8.75,-,-,7.00,-,-,-,-,-,-,7.87
4020,TM9099724,624,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.05,-,-,9.30,-,-,-,-,-,-,9.17
4021,TM9099776,100,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.45,-,-,10.00,-,-,-,-,-,-,9.72
4022,TM9099880,3476,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",5.95,-,-,6.40,-,-,-,-,-,-,6.17
4023,TM9099926,2255,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",7.60,-,-,7.80,-,-,-,-,-,-,7.70
4024,TM9099936,2935,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",6.75,-,-,7.00,-,-,-,-,-,-,6.87
4025,TM9099989,231,ȘCOALA GIMNAZIALĂ NR.27 TIMIȘOARA,9.90,-,-,9.15,-,-,-,-,-,-,9.52
4026,TM9100015,3260,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",7.95,-,-,4.95,-,-,-,-,-,-,6.45
4027,TM9100056,3835,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",6.65,-,-,4.80,-,-,Limba maghiara,5.65,-,-,5.70
4028,TM9100176,3395,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",7.05,-,-,5.50,-,-,-,-,-,-,6.27
4029,TM9100350,537,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.20,-,-,9.30,-,-,-,-,-,-,9.25
4030,TM9100358,28,"COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA",9.70,-,-,10.00,-,-,-,-,-,-,9.85
4031,TM9100454,3348,LICEUL DE ARTE PLASTICE TIMIȘOARA,5.90,-,-,6.80,-,-,-,-,-,-,6.35
4032,TM9100462,1012,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.10,-,-,8.60,-,-,-,-,-,-,8.85
4033,TM9100514,3971,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,6.00,-,-,5.00,-,-,-,-,-,-,5.50
4034,TM9100552,3750,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,5.65,-,-,6.00,-,-,-,-,-,-,5.82
4035,TM9100698,1911,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,8.15,-,-,7.95,-,-,-,-,-,-,8.05
4036,TM9100807,3541,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",6.65,-,-,5.50,-,-,-,-,-,-,6.07
4037,TM9100874,3319,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,6.90,-,-,5.85,-,-,-,-,-,-,6.37
4038,TM9100896,1948,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",9.20,-,-,6.80,-,-,-,-,-,-,8.00
4039,TM9100902,2564,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.00,-,-,6.70,-,-,-,-,-,-,7.35
4040,TM9100929,966,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.90,-,-,8.90,-,-,-,-,-,-,8.90
4041,TM9100934,826,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.25,-,-,8.75,-,-,-,-,-,-,9.00
4042,TM9100974,424,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.55,-,-,9.10,-,-,-,-,-,-,9.32
4043,TM9101000,3491,ȘCOALA GIMNAZIALĂ NR.18 TIMIȘOARA,6.70,-,-,5.60,-,-,-,-,-,-,6.15
4044,TM9101082,4545,"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA",6.50,-,-,2.70,-,-,-,-,-,-,4.60
4045,TM9101171,3294,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.00,-,-,5.40,-,-,Limba germana,5.85,-,-,6.41
4046,TM9101221,2234,"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA",7.15,-,-,8.30,-,-,-,-,-,-,7.72
4047,TM9101321,446,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.75,-,-,8.85,-,-,-,-,-,-,9.30
4048,TM9101356,1683,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.40,-,-,8.80,-,-,Limba germana,7.60,-,-,8.26
4049,TM9101374,748,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.50,-,-,8.60,-,-,-,-,-,-,9.05
4050,TM9101454,1993,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",7.65,-,-,8.30,-,-,-,-,-,-,7.97
4051,TM9101586,3809,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",5.80,-,-,6.35,-,-,Limba germana,5.05,-,-,5.73
4052,TM9101596,1326,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.55,-,-,8.60,-,-,-,-,-,-,8.57
4053,TM9101599,1865,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,8.40,-,-,7.80,-,-,Limba germana,8.10,-,-,8.10
4054,TM9101638,1562,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.80,-,-,8.15,-,-,Limba germana,8.20,-,-,8.38
4055,TM9101671,3552,"ȘCOALA GIMNAZIALĂ NR.16 ""TAKE IONESCU"" TIMIȘOARA",5.60,-,-,6.55,-,-,-,-,-,-,6.07
4056,TM9101680,3964,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",6.95,-,-,4.05,-,-,-,-,-,-,5.50
4057,TM9101684,978,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",8.75,-,-,8.60,-,-,Limba germana,9.30,-,-,8.88
4058,TM9101696,196,"LICEUL TEORETIC ""WILLIAM SHAKESPEARE"" TIMIȘOARA",9.50,-,-,9.65,-,-,-,-,-,-,9.57
4059,TM9101704,3463,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMIȘOARA",5.60,-,-,7.10,-,-,Limba germana,5.85,-,-,6.18
4060,TM9101736,1081,ȘCOALA GIMNAZIALĂ NR.24 TIMIȘOARA,9.55,-,-,8.00,-,-,-,-,-,-,8.77
4061,TM9101742,841,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.75,-,-,9.25,-,-,-,-,-,-,9.00
4062,TM9101749,674,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.10,-,-,9.15,-,-,-,-,-,-,9.12
4063,TM9101808,1284,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",8.90,-,-,8.30,-,-,-,-,-,-,8.60
4064,TM9101906,224,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.35,-,-,9.75,-,-,-,-,-,-,9.55
4065,TM9101908,2781,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",7.40,-,-,6.75,-,-,-,-,-,-,7.07
4066,TM9101938,1487,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.40,-,-,8.50,-,-,-,-,-,-,8.45
4067,TM9101971,276,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.70,-,-,9.25,-,-,-,-,-,-,9.47
4068,TM9101999,856,"ȘCOALA GIMNAZIALĂ NR.19 ""AVRAM IANCU"" TIMIȘOARA",9.20,-,-,8.75,-,-,-,-,-,-,8.97
4069,TM9102002,1592,"LICEUL TEORETIC ""DOSITEI OBRADOVICI"" TIMIȘOARA",8.10,-,-,7.60,-,-,Limba sârba,9.40,-,-,8.36
4070,TM9110115,5391,ȘCOALA GIMNAZIALĂ IOHANISFELD,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4071,TM9115783,4009,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",6.75,-,-,4.15,-,-,-,-,-,-,5.45
4072,TM9116446,2813,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",7.90,-,-,6.15,-,-,-,-,-,-,7.02
4073,TM9116948,3811,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",6.95,-,-,4.50,-,-,-,-,-,-,5.72
4074,TM9117357,4568,ȘCOALA GIMNAZIALĂ MAȘLOC,4.65,-,-,4.50,-,-,-,-,-,-,4.57
4075,TM9119548,4937,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",4.00,-,-,3.50,-,-,-,-,-,-,3.75
4076,TM9119922,2622,ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA,6.90,-,-,7.70,-,-,-,-,-,-,7.30
4077,TM9120392,4949,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,4.90,-,-,2.50,-,-,-,-,-,-,3.70
4078,TM9120706,5188,ȘCOALA GIMNAZIALĂ CENEI,2.55,-,-,2.00,-,-,-,-,-,-,2.27
4079,TM9121544,362,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.10,-,-,9.70,-,-,-,-,-,-,9.40
4080,TM9125540,5130,"ȘCOALA GIMNAZIALĂ ""NICOLAE GROZA"" FIBIȘ",2.00,-,-,3.50,-,-,-,-,-,-,2.75
4081,TM9127624,2821,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,7.15,-,-,6.90,-,-,-,-,-,-,7.02
4082,TM9127671,1697,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.35,-,-,8.15,-,-,-,-,-,-,8.25
4083,TM9127750,500,"COLEGIUL NAȚIONAL PEDAGOGIC ""CARMEN SYLVA"" TIMIȘOARA",9.15,-,-,9.40,-,-,-,-,-,-,9.27
4084,TM9127775,3748,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,5.70,-,-,5.95,-,-,-,-,-,-,5.82
4085,TM9127847,3363,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,8.10,-,-,4.50,-,-,-,-,-,-,6.30
4086,TM9127948,1146,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,8.95,-,-,8.50,-,-,-,-,-,-,8.72
4087,TM9127976,4631,LICEUL DE ARTE PLASTICE TIMIȘOARA,4.40,-,-,4.50,-,-,-,-,-,-,4.45
4088,TM9128101,5139,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,1.90,-,-,3.50,-,-,-,-,-,-,2.70
4089,TM9128129,2342,ȘCOALA GIMNAZIALĂ PARȚA,7.70,-,-,7.50,-,-,-,-,-,-,7.60
4090,TM9128144,2247,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMIȘOARA",8.05,-,-,7.35,-,-,-,-,-,-,7.70
4091,TM9128179,277,"LICEUL TEORETIC ""DAVID VONIGA"" GIROC",9.70,-,-,9.25,-,-,-,-,-,-,9.47
4092,TM9128202,3845,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,5.25,-,-,6.15,-,-,-,-,-,-,5.70
4093,TM9128936,3725,"ȘCOALA GIMNAZIALĂ NR.7 ""SFÂNTA MARIA"" TIMIȘOARA",6.25,-,-,5.45,-,-,-,-,-,-,5.85
4094,TM9129075,1,"COLEGIUL NAȚIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMIȘOARA",10.00,-,-,10.00,-,-,-,-,-,-,10.00
4095,TM9129122,5126,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",2.15,-,-,2.00,-,-,Limba maghiara,4.25,-,-,2.80
4096,TM9129622,5392,ȘCOALA GIMNAZIALĂ PĂDURENI,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4097,TM9130453,1158,ȘCOALA GIMNAZIALĂ NR.25 TIMIȘOARA,8.50,-,-,8.95,-,-,-,-,-,-,8.72
4098,TM9130725,2491,"LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA",8.55,-,-,6.30,-,-,-,-,-,-,7.42
4099,TM9131738,22,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,9.75,-,-,10.00,-,-,-,-,-,-,9.87
4100,TM9132243,3439,"LICEUL TEORETIC ""BARTÓK BÉLA"" TIMIȘOARA",8.05,-,-,3.65,-,-,Limba maghiara,6.95,-,-,6.21
4101,TM9133867,1567,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",9.05,-,-,7.70,-,-,-,-,-,-,8.37
4102,TM9133991,5393,ȘCOALA GIMNAZIALĂ GELU,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4103,TM9135056,5099,ȘCOALA GIMNAZIALĂ NR.20 TIMIȘOARA,2.95,-,-,3.00,-,-,-,-,-,-,2.97
4104,TM9135948,567,ȘCOALA GIMNAZIALĂ GELU,9.00,-,-,9.45,-,-,-,-,-,-,9.22
4105,TM9136280,2648,ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA,7.60,-,-,6.90,-,-,-,-,-,-,7.25
4106,TM9137683,1642,ȘCOALA GIMNAZIALĂ GELU,9.10,-,-,7.50,-,-,-,-,-,-,8.30
4107,TM9138051,4855,ȘCOALA GIMNAZIALĂ DENTA,5.40,-,-,2.50,-,-,-,-,-,-,3.95
4108,TM9138166,520,ȘCOALA GIMNAZIALĂ GELU,9.55,-,-,8.95,-,-,-,-,-,-,9.25
4109,TM9138469,3950,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",6.95,-,-,4.10,-,-,-,-,-,-,5.52
4110,TM9138962,2091,ȘCOALA GIMNAZIALĂ JIMBOLIA,8.60,-,-,7.10,-,-,-,-,-,-,7.85
4111,TM9143155,5394,ȘCOALA GIMNAZIALĂ GELU,Absent,-,-,Absent,-,-,-,-,-,-,Absent
4112,TM9144749,543,"LICEUL TEORETIC ""JEAN LOUIS CALDERON"" TIMIȘOARA",8.85,-,-,9.65,-,-,-,-,-,-,9.25
4113,TM9145879,4116,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",5.30,-,-,5.35,-,-,-,-,-,-,5.32
4114,TM9146068,2889,"LICEUL TEORETIC ""SFINȚII KIRIL ȘI METODII"" DUDEȘTII VECHI",7.15,-,-,6.70,-,-,-,-,-,-,6.92
4115,TM9146585,2335,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",7.95,-,-,7.25,-,-,-,-,-,-,7.60
4116,TM9146745,4364,LICEUL DE ARTE PLASTICE TIMIȘOARA,5.30,-,-,4.60,-,-,-,-,-,-,4.95
4117,TM9146915,3711,"ȘCOALA GIMNAZIALĂ NR.21 ""VICENȚIU BABEȘ"" TIMIȘOARA",5.25,-,-,6.50,-,-,-,-,-,-,5.87
4118,TM9147098,3408,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",5.25,-,-,7.30,-,-,-,-,-,-,6.27
4119,TM9147229,4940,ȘCOALA GIMNAZIALĂ MORAVIȚA,3.00,-,-,4.50,-,-,-,-,-,-,3.75
4120,TM9147731,2131,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",7.65,-,-,8.00,-,-,-,-,-,-,7.82
4121,TM9148462,4353,"ȘCOALA GIMNAZIALĂ ""NESTOR OPREAN"" NR.2 SÂNNICOLAU MARE",4.85,-,-,4.05,-,-,Limba germana,6.00,-,-,4.96
4122,TM9148861,3946,"LICEUL TEORETIC ""SFINȚII KIRIL ȘI METODII"" DUDEȘTII VECHI",5.00,-,-,6.10,-,-,-,-,-,-,5.55
4123,TM9149025,2371,"LICEUL TEORETIC ""SFINȚII KIRIL ȘI METODII"" DUDEȘTII VECHI",7.20,-,-,7.95,-,-,-,-,-,-,7.57
4124,TM9149734,2582,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",8.70,-,-,5.95,-,-,-,-,-,-,7.32
4125,TM9149815,3403,ȘCOALA GIMNAZIALĂ MORAVIȚA,6.10,-,-,6.45,-,-,-,-,-,-,6.27
4126,TM9150382,3812,"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA",6.65,-,-,4.80,-,-,-,-,-,-,5.72
4127,TM9150611,3372,ȘCOALA GIMNAZIALĂ NR.12 TIMIȘOARA,6.95,-,-,5.65,-,-,-,-,-,-,6.30
4128,TM9151429,4059,ȘCOALA GIMNAZIALĂ GELU,7.05,-,-,3.70,-,-,-,-,-,-,5.37
4129,TM9151844,1581,ȘCOALA GIMNAZIALĂ CARANI,8.30,-,-,8.45,-,-,-,-,-,-,8.37
4130,TM9152095,1648,"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA",8.60,-,-,8.00,-,-,-,-,-,-,8.30
4131,TM9152418,4844,"ȘCOALA GIMNAZIALĂ ""THEODOR BUCURESCU"" NR.1 SÂNNICOLAU MARE",4.00,-,-,4.00,-,-,-,-,-,-,4.00
4132,TM9153825,2110,COLEGIUL NAȚIONAL BĂNĂȚEAN TIMIȘOARA,8.60,-,-,7.05,-,-,-,-,-,-,7.82
4133,TM9154103,1134,ȘCOALA GIMNAZIALĂ MORAVIȚA,9.50,-,-,7.95,-,-,-,-,-,-,8.72
4134,TM9155223,4599,ȘCOALA GIMNAZIALĂ MORAVIȚA,3.90,-,-,5.15,-,-,-,-,-,-,4.52
4135,TM9155535,4834,"ȘCOALA GIMNAZIALĂ ""EMILIA LUNGU"" IZVIN",3.05,-,-,5.00,-,-,-,-,-,-,4.02
4136,TM9155591,4466,ȘCOALA GIMNAZIALĂ SÂNANDREI,5.45,-,-,4.10,-,-,-,-,-,-,4.77
